,Spotify_track_id,artist_x,song_x,ID,peak_position,hit,hit_value,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3277,3fN3OQIymbXfYkCWIAycqo,Ying Yang Twins,Georgia Dome,Georgia DomeYing Yang Twins,,No,0,0.0002,0.734,365360,0.69,1.16e-05,1,0.0951,-8.23,0,0.0351,101.998,4,0.668
3278,4zuTDW43BREjODopjxV6Py,Les Miserables,Night Of Anguish,Night Of AnguishLes Miserables,,No,0,0.918,0.248,94933,0.018,4.88e-06,0,0.119,-29.459,0,0.0357,86.587,3,0.0572
3279,2tqOM3vlLBBpHPTj4XAEdK,Cyndi Lauper,Primitive,PrimitiveCyndi Lauper,,No,0,0.324,0.798,228333,0.491,0.00445,6,0.047,-12.307,0,0.0391,120.013,4,0.968
3280,1ydbQQeGUyIUiZr9SLMe79,Hillsong,Jesus Generation,Jesus GenerationHillsong,,No,0,0.262,0.223,305133,0.826,0.0262,9,0.862,-7.09,1,0.0498,187.874,4,0.305
3281,0cPa96zXRs2LVuNIqu06oj,"Harry Connick, Jr.",We Are In Love,"We Are In LoveHarry Connick, Jr.",,No,0,0.601,0.373,160933,0.346,0.0,7,0.0916,-15.292,1,0.262,200.174,4,0.516
3282,0YpmF3aZXOIuyi8itZbpkp,Scorpions,The Zoo,The ZooScorpions,,No,0,0.0775,0.459,330533,0.702,0.276,9,0.374,-10.109,1,0.0937,103.085,4,0.252
3283,76bDXanbZMtflVqksK3NGF,Ray Charles,Hey Girl,Hey GirlRay Charles,,No,0,0.625,0.461,314680,0.468,0.000744,7,0.136,-9.889,0,0.0371,74.488,4,0.494
3284,1PT7IWP5R1J0Q7s6GCzy6z,Tim McGraw,Wherever The Trail May Lead,Wherever The Trail May LeadTim McGraw,,No,0,0.223,0.324,212173,0.444,0.0,0,0.111,-8.264,1,0.028,72.71,4,0.188
3285,2Zp1UjUj7FyarcY3Oy1f69,Weezer,Silent Night,Silent NightWeezer,,No,0,0.313,0.164,142480,0.331,0.0,2,0.276,-9.972,1,0.0336,150.052,3,0.406
3286,1mtlUkudD0yTB1lZGKwkao,Tears For Fears,Standing On The Corner Of The Third World,Standing On The Corner Of The Third WorldTears For Fears,,No,0,0.226,0.292,330533,0.406,0.379,9,0.567,-11.618,0,0.0314,105.25,3,0.118
3287,18hUdazv84A5XouFVH4rEv,Alison Krauss,"Through The Morning, Through The Night","Through The Morning, Through The NightAlison Krauss",,No,0,0.854,0.455,240716,0.252,0.00198,1,0.11,-11.312,0,0.0311,81.333,3,0.109
3288,1EIvjDvoKjwhokJsigvleb,Elvis Presley,Always On My Mind,Always On My MindElvis Presley,,No,0,0.563,0.29,217747,0.593,0.0235,7,0.127,-7.971,1,0.039,89.521,4,0.275
3289,1dwxvlxUeQVvysBD34ydVR,Irving Berlin,The Song Is Ended,The Song Is EndedIrving Berlin,,No,0,0.932,0.089,158197,0.275,0.928,3,0.265,-13.92,1,0.0363,180.967,3,0.0611
3290,7x6W0r6kKjPBRmVj4aKXNd,Kylie Minogue,Disco Down,Disco DownKylie Minogue,,No,0,0.0663,0.593,237427,0.958,0.0016,0,0.312,-7.214,0,0.0583,129.009,4,0.62
3291,0dkCgMa3kNo4dlNvxNJ9oN,George Strait,Her Only Bad Habit Is Me,Her Only Bad Habit Is MeGeorge Strait,,No,0,0.492,0.632,199173,0.332,3.48e-05,5,0.141,-15.123,1,0.0354,80.109,4,0.327
3292,4MXz5NN0eKrgA64RnEORZx,Waterboys,Church Not Made With Hands,Church Not Made With HandsWaterboys,,No,0,0.0207,0.438,362693,0.788,0.0148,4,0.104,-4.474,1,0.0373,133.129,4,0.479
3293,1nyFhx5tYNG7nfz4tFbRN5,P!nk,Walk Away,Walk AwayP!nk,,No,0,0.0342,0.557,219267,0.957,0.0,9,0.14,-2.97,1,0.0369,133.304,4,0.792
3294,0pSsGepSlpePFeMW2MHADB,Emmylou Harris,Like Strangers,Like StrangersEmmylou Harris,,No,0,0.71,0.445,297387,0.43,0.0,1,0.755,-13.126,1,0.103,86.947,4,0.409
3295,2QUXcWnONQDWOlZkbC5cYG,Ace Of Base,I Pray,I PrayAce Of Base,,No,0,0.0676,0.732,198880,0.818,0.000291,9,0.0719,-4.858,0,0.0315,97.951,4,0.841
3296,7I0kRdvtiRvw5NTouq6gVM,Vybz Kartel,Look Pon We,Look Pon WeVybz Kartel,,No,0,0.287,0.912,164780,0.528,0.0,7,0.0689,-11.571,1,0.277,103.913,4,0.848
3297,5RAMj0e8KWDBYXZeWYmfEx,Ice Cube,"Get Money, Spend Money, No Money","Get Money, Spend Money, No MoneyIce Cube",,No,0,0.0808,0.721,247893,0.689,4.96e-06,2,0.0701,-5.367,1,0.343,176.047,4,0.421
3298,6zBb3ZXnLNkpXqn8Z4rZEK,Kyla,Because Of You,Because Of YouKyla,,No,0,0.946,0.362,288920,0.27,3.65e-05,5,0.109,-9.24,1,0.0344,176.815,5,0.283
3299,084bko3tuMnppG1yJBsPCO,Snoop Dogg,I Believe In You,I Believe In YouSnoop Dogg,,No,0,0.568,0.528,274373,0.498,0.0,0,0.211,-6.496,1,0.439,87.539,4,0.743
3300,32qG7zmbbuGcC2DUupt9Is,Scorpions,Fly To The Rainbow,Fly To The RainbowScorpions,,No,0,0.0369,0.245,578413,0.768,0.146,3,0.324,-6.502,0,0.0489,138.756,4,0.405
3301,1EHYibDPpEKjdWpXipqZvd,Ufo,Pack It Up (And Go),Pack It Up (And Go)Ufo,,No,0,5.07e-05,0.422,194453,0.937,0.0374,11,0.0278,-7.687,0,0.0457,102.212,4,0.389
3302,5zyBuhXYINmVnc8Jnrxdru,Avril Lavigne,Goodbye,Goodbye LullabyAvril Lavigne,,No,0,0.719,0.179,271520,0.331,1.83e-06,7,0.128,-7.423,1,0.0304,166.68,4,0.236
3303,0aYp44U740nYbDnFsSDnu7,Frank Sinatra,Bye Bye Baby,Bye Bye BabyFrank Sinatra,,No,0,0.804,0.394,258493,0.292,0.0,9,0.194,-11.804,1,0.107,88.049,3,0.375
3304,26m22M8Evz1HW5uTkDtojF,Lloyd Cole,Undressed,UndressedLloyd Cole,,No,0,0.0524,0.604,185200,0.512,7.33e-05,11,0.071,-14.591,1,0.0444,100.892,4,0.697
3305,20NMvQ7078gahRN511FACT,Bruce Springsteen,Bring 'Em Home,Bring 'Em HomeBruce Springsteen,,No,0,0.507,0.367,215627,0.505,0.0,3,0.54,-7.421,1,0.0271,133.091,4,0.574
3306,1z5xgcRgxxGEKrXUCEFpA9,Kari Jobe,Forever,ForeverKari Jobe,,No,0,0.0193,0.248,409987,0.697,9.5e-06,8,0.443,-5.862,1,0.0413,144.197,4,0.116
3307,67QBz5IQwy5ojEgLMT9bmf,Jimmy Buffett,Carnival World,Carnival WorldJimmy Buffett,,No,0,0.0747,0.628,239600,0.726,0.000634,8,0.0604,-11.411,1,0.0284,95.002,4,0.784
3308,77VGz7BUYWdB1IKPVUxItr,Lenny Kravitz,You Were In My Heart,You Were In My HeartLenny Kravitz,,No,0,0.0113,0.628,329107,0.765,0.0404,8,0.147,-7.851,1,0.0346,99.241,4,0.307
3309,43Kts9Uc0uvpMUlWS2QMms,Kirsty Maccoll,You Caught Me Out,You Caught Me OutKirsty Maccoll,,No,0,0.0129,0.382,207067,0.555,9.1e-05,2,0.341,-14.9,1,0.0355,162.715,4,0.718
3310,0bjRi20MrStBTzmk9SC23Y,Deep Purple,Watching The Sky,Watching The SkyDeep Purple,,No,0,0.0434,0.289,309853,0.648,0.136,7,0.945,-12.511,1,0.0436,93.368,4,0.395
3311,1tfq1tZ7RMosNi6gSQAFl5,Vince Gill,Livin' The Way I Do,Livin' The Way I DoVince Gill,,No,0,0.0529,0.64,202373,0.26,3.55e-05,6,0.216,-12.266,1,0.0258,93.479,4,0.35
3312,0QBkYCsathzXRys5jSa1B0,Sting,Send Your Love,Send Your LoveSting,,No,0,0.0905,0.651,278027,0.859,0.00562,9,0.152,-7.525,0,0.0446,112.195,4,0.756
3313,3UGo3v0lDWchHeNThHLo2B,Europe,Human After All,Human After AllEurope,,No,0,1e-05,0.524,253613,0.86,0.336,2,0.307,-4.693,0,0.0377,125.958,4,0.451
3314,3nlVjrlLMJHC7Flf9impf9,Rihanna,Dancing In The Dark,Dancing In The DarkRihanna,,No,0,0.177,0.795,223040,0.75,0.0,1,0.0875,-3.604,1,0.0526,115.005,4,0.762
3315,42ScLWFVvpBiZCATBOtmhO,Bette Midler,Tenderly,TenderlyBette Midler,,No,0,0.846,0.19,190840,0.27,8.8e-05,10,0.135,-10.719,0,0.0327,76.874,4,0.139
3316,2aGH3Ve3RGe7x4p3hPdBlw,Norah Jones,Tennesee Waltz,Tennesee WaltzNorah Jones,,No,0,0.722,0.273,262547,0.15,7.68e-05,7,0.119,-13.129,1,0.0318,110.728,3,0.0975
3317,3lNSX9MR9pzgqKfype7exU,Nina Simone,In The Evening By The Moonlight,In The Evening By The MoonlightNina Simone,,No,0,0.715,0.31,132520,0.659,0.0,9,0.497,-12.752,1,0.0516,125.852,4,0.838
3318,3s03nrUInN3NAVjQtmnS0O,Guns N' Roses,Estranged,EstrangedGuns N' Roses,,No,0,0.0105,0.359,563893,0.762,0.281,11,0.368,-8.323,1,0.032,89.259,4,0.167
3319,2SHQl3Z4eNiYs4ihugT9lm,Enya,"O Come, O Come Emmanuel","O Come, O Come EmmanuelEnya",,No,0,0.937,0.152,220187,0.132,0.000566,11,0.108,-16.553,0,0.0373,90.225,4,0.0501
3320,1XPIw55cThA6CElvRUYsAI,Depeche Mode,Hole To Feed,Hole To FeedDepeche Mode,,No,0,0.144,0.682,239493,0.834,0.000948,2,0.076,-7.18,1,0.118,110.043,4,0.471
3321,3QtkExf631dUKScg3FOcGp,Waylon Jennings,I Recall A Gypsy Woman,I Recall A Gypsy WomanWaylon Jennings,,No,0,0.833,0.657,178493,0.148,0.0299,2,0.119,-16.555,1,0.0505,87.438,4,0.592
3322,4iHglWXfdxUzr3th07fcM8,Rihanna,Kisses Don't Lie,Kisses Don't LieRihanna,,No,0,0.0209,0.676,232880,0.747,7.48e-05,5,0.152,-4.926,0,0.118,77.979,4,0.91
3323,2X8IZsMORJwEDBKdd5fVYa,Bonnie Raitt,One Belief Away,One Belief AwayBonnie Raitt,,No,0,0.282,0.496,237800,0.594,0.00413,0,0.0692,-8.8,1,0.0481,168.487,4,0.763
3324,0jDD1FOfHuOFdwK1FGFw0e,Bette Midler,"Together, Wherever We Go","Together, Wherever We GoBette Midler",,No,0,0.759,0.44,178827,0.252,0.0,2,0.148,-13.468,1,0.0697,205.574,4,0.564
3325,10uRkDT2LoYDJnzgacTXKx,Mariah Carey,Boy,BoyMariah Carey,,No,0,0.0452,0.813,290413,0.663,0.0,11,0.0628,-6.364,0,0.108,102.46,4,0.792
3326,20rlTAQrVNExpnP6XUv5Gm,Leo Sayer,The World Has Changed,The World Has ChangedLeo Sayer,,No,0,0.119,0.779,232107,0.535,7.04e-06,9,0.138,-12.07,0,0.0569,117.535,3,0.889
3327,2q2EaIewdQJWtHBceoLBb4,Misfits,Come Back,Come BackMisfits,,No,0,0.192,0.38,300000,0.835,0.837,11,0.0965,-9.627,0,0.0296,133.848,4,0.743
3328,0GML1aXwt0GJH8XRvcH7Fl,Pink Floyd,Corporal Clegg,Corporal CleggPink Floyd,,No,0,0.318,0.202,252507,0.746,0.00273,2,0.138,-7.967,1,0.0661,175.785,4,0.529
3329,20YzcQ3hSayU4NzVX10Jkg,Iron Maiden,The Mercenary,The MercenaryIron Maiden,,No,0,0.00103,0.266,282893,0.939,5.66e-05,9,0.173,-4.201,1,0.0789,100.073,4,0.512
3330,6qgFmqUO8JAkXdChxItS1w,Vanessa Williams,Crazy 'bout You,Crazy 'bout YouVanessa Williams,,No,0,0.659,0.726,271733,0.443,1.53e-05,2,0.116,-10.441,1,0.0376,123.998,4,0.493
3331,12vP8BWsG9OtH4xo7S3Xk6,King Diamond,Magic,MagicKing Diamond,,No,0,0.0058,0.356,297533,0.974,0.000116,11,0.145,-5.162,0,0.0682,180.013,4,0.388
3332,75tcsNx8lvUqWtuEcF7mis,Christina Perri,Daydream,DaydreamChristina Perri,,No,0,0.301,0.293,226493,0.593,2.18e-05,3,0.0812,-5.887,1,0.0345,58.814,3,0.18
3333,4q7W0yZEXkXFm18iVVJANu,Wet Wet Wet,I Can Give You Everything,I Can Give You EverythingWet Wet Wet,,No,0,0.202,0.684,246160,0.742,4.06e-06,10,0.0505,-13.394,0,0.0435,117.035,4,0.843
3334,3nXfGH6ZweNA1QC7os1niG,Van Morrison,Foreign Window,Foreign WindowVan Morrison,,No,0,0.337,0.477,233627,0.619,0.000354,7,0.966,-11.138,1,0.0791,90.744,4,0.558
3335,6baow959Rejc3cbICnVX30,Utopia,Windows,WindowsUtopia,,No,0,0.632,0.592,261133,0.47,4.06e-05,10,0.0776,-13.42,0,0.0316,121.554,4,0.62
3336,0TcXlhDwt1TJpVZ7CMzCwR,David Bowie,Little Wonder,Little WonderDavid Bowie,,No,0,0.00146,0.544,362333,0.936,0.0108,1,0.481,-6.446,0,0.126,151.942,4,0.329
3337,0hKRSZhUGEhKU6aNSPBACZ,The Beatles,A Day In The Life,A Day In The LifeThe Beatles,,No,0,0.29,0.364,337413,0.457,0.000106,4,0.922,-14.162,0,0.0675,163.219,4,0.175
3338,45goHlfgQSRpaJyMccZ8AT,James Taylor,Day Tripper,Day TripperJames Taylor,,No,0,0.0629,0.721,264400,0.666,8.04e-05,7,0.117,-11.126,1,0.0338,118.692,4,0.725
3339,3Vc93sZooY08tNBkE590Wh,Gary Numan,Bombers,BombersGary Numan,,No,0,0.0604,0.874,346960,0.434,0.00453,7,0.0546,-11.081,1,0.0547,115.629,4,0.943
3340,6Wqhku0f8mdcPSrL4jb87r,Human League,Lets Get Together Again,Lets Get Together AgainHuman League,,No,0,0.339,0.888,301000,0.537,0.000225,0,0.0798,-10.78,1,0.0367,118.16,4,0.636
3341,0wceTHThj0a4BbGhegu1Sz,Gary Numan,Jo The Waiter,Jo The WaiterGary Numan,,No,0,0.482,0.554,203707,0.341,0.175,9,0.83,-21.287,1,0.0304,128.572,4,0.59
3342,3qpPNU7fjD3OtSKifFWvc3,Paul Simon,Cecilia,CeciliaPaul Simon,,No,0,0.131,0.499,204453,0.9,2.9e-06,7,0.757,-7.708,1,0.0988,110.399,4,0.537
3343,6QcUuwfrGHnI9PQorD5vm2,Steely Dan,Pearl Of The Quarter,Pearl Of The QuarterSteely Dan,,No,0,0.334,0.613,231000,0.435,1.61e-06,0,0.154,-13.18,1,0.025,82.089,4,0.539
3344,4x8TcbnPvWooZjLcfZZnM7,John Waite,Just Like Lovers,Just Like LoversJohn Waite,,No,0,0.00137,0.637,270093,0.778,5.48e-05,4,0.142,-7.762,0,0.0313,118.322,4,0.266
3345,67c3u0xba6tQxOGyQGEARz,O.A.R.,Whatever Happened,Whatever HappenedO.A.R.,,No,0,0.000412,0.542,311440,0.936,6.28e-05,6,0.348,-4.144,0,0.0444,100.014,4,0.563
3346,70gUu8Vl1VD6JPcoWhpS2U,Hanson,Underneath,UnderneathHanson,,No,0,0.0669,0.556,280600,0.604,0.0,7,0.205,-5.313,1,0.0251,131.617,4,0.349
3347,6BGMKBr9x3qW3CcYhK491g,John Mellencamp,Big Daddy Of Them All,Big Daddy Of Them AllJohn Mellencamp,,No,0,0.0635,0.518,211400,0.48,0.000124,7,0.147,-9.157,1,0.0357,159.155,4,0.507
3348,6R9T8a7fDARbFU36WTugxz,Kenny Chesney,I Can't Go There,I Can't Go ThereKenny Chesney,,No,0,0.725,0.511,225733,0.32,0.0,5,0.328,-10.613,1,0.0306,127.704,4,0.108
3349,3YnJJhSe1cZJtOmhW7bYX1,Guns N' Roses,Coma,ComaGuns N' Roses,,No,0,0.0207,0.447,613800,0.912,0.19,1,0.131,-8.081,1,0.137,126.103,4,0.262
3350,0oltefZf8j4vofOlp15j0X,Sting,Demolition Man,Demolition ManSting,,No,0,0.038,0.433,257910,0.965,2.91e-06,4,0.111,-3.335,0,0.208,160.518,4,0.527
3351,1LctiUwlrV4Qn6wAikrKPI,"Harry Connick, Jr.",Blue Christmas,"Blue ChristmasHarry Connick, Jr.",,No,0,0.639,0.517,200400,0.458,0.000845,2,0.151,-8.665,0,0.0474,87.789,4,0.311
3352,0qQJrnRX9UAlwwbs0TBQu2,Radiohead,Killer Cars,Killer CarsRadiohead,,No,0,0.000154,0.213,183893,0.918,0.61,7,0.313,-6.231,1,0.0628,175.594,4,0.417
3353,1LxrKXZ93NST4bWJ3i4LHJ,Men At Work,High Wire,High WireMen At Work,,No,0,0.119,0.59,183960,0.915,3.5e-06,2,0.0808,-2.682,1,0.068,119.402,4,0.688
3354,6kIpxmFQ35wgI3cK77LKbx,Owl City,Hello Seattle,Hello SeattleOwl City,,No,0,0.00223,0.616,167187,0.744,0.0,5,0.158,-4.682,0,0.0283,118.995,4,0.74
3355,0055LRFB7zfdCXDGodyIz3,New Order,Doubts Even Here,Doubts Even HereNew Order,,No,0,0.00677,0.509,259493,0.545,0.839,3,0.315,-11.813,1,0.0395,100.028,4,0.424
3356,3CNbDbMHxYHxEgrPGf89yc,Eminem,My Fault,My FaultEminem,,No,0,0.0463,0.754,241600,0.631,1.39e-06,11,0.25,-8.083,0,0.395,190.04,4,0.84
3357,51ryGr18wcITpWcw4wOUNH,Vince Gill,Little Brother,Little BrotherVince Gill,,No,0,0.803,0.558,285360,0.292,3.68e-05,0,0.169,-10.895,1,0.0288,160.121,4,0.34
3358,2OvluBo3P9bZ3MD9qv5mRm,Jose Mari Chan,No Rewind No Replay,No Rewind No ReplayJose Mari Chan,,No,0,0.909,0.529,199493,0.146,0.000803,10,0.189,-18.991,1,0.0312,101.149,4,0.147
3359,0hSBkSNJAQijydtHw22lfo,Nicki Minaj,Muny,MunyNicki Minaj,,No,0,0.544,0.777,227213,0.732,0.000111,0,0.348,-4.723,1,0.324,97.959,4,0.531
3360,3UYtylPa55RqHS1YDGZoLs,Chuck Berry,Memphis,MemphisChuck Berry,,No,0,0.803,0.785,131800,0.436,1.06e-06,8,0.145,-8.256,0,0.0412,97.613,4,0.814
3361,6AnqQcdEp4132rY4JYJzKA,Oingo Boingo,Same Man I Was Before,Same Man I Was BeforeOingo Boingo,,No,0,0.4,0.69,204289,0.889,4.01e-05,5,0.259,-11.777,1,0.0335,128.107,4,0.933
3362,5xSNrGy6FdIrCJ2qIccOSH,Luther Vandross,Sometimes It's Only Love,Sometimes It's Only LoveLuther Vandross,,No,0,0.492,0.668,294933,0.476,1.31e-05,5,0.094,-10.347,0,0.0253,128.125,4,0.264
3363,6yVDSab5QOdxlE6pPTdwID,Noa,Me,MeNoa,,No,0,0.155,0.741,240614,0.579,0.0,9,0.128,-8.462,0,0.117,75.547,4,0.92
3364,2oYUbCaZRC8McBErix8y9N,Pet Shop Boys,Give It A Go,Give It A GoPet Shop Boys,,No,0,0.352,0.682,233027,0.578,0.0,6,0.493,-8.767,1,0.03,125.977,4,0.534
3365,6B0g7kIHu1QNIKRo4a8DLW,Status Quo,In The Army Now,In The Army NowStatus Quo,,No,0,0.0759,0.497,261973,0.604,0.0,9,0.0791,-5.881,0,0.0337,209.259,4,0.851
3366,6Srd24SS5VX3tKztnos6gk,Tina Turner,A Fool In Love,A Fool In LoveTina Turner,,No,0,0.588,0.615,160627,0.479,0.000277,7,0.272,-8.429,1,0.0644,127.04,4,0.788
3367,6QBkPN3ARmAFVtVAk7oYN9,Zac Brown Band,Sic 'Em On A Chicken,Sic 'Em On A ChickenZac Brown Band,,No,0,0.0592,0.758,231880,0.934,0.000114,5,0.0426,-5.484,0,0.0382,113.046,4,0.728
3368,1O2VFSZjgdGow1TXKjg6oB,John Prine,Silver Bells,Silver BellsJohn Prine,,No,0,0.333,0.477,239067,0.473,0.000323,9,0.27,-12.156,1,0.0312,141.715,4,0.465
3369,4CPGRjJpre0HdFVVRg2Kbx,Boney M.,I'm Born Again,I'm Born AgainBoney M.,,No,0,0.674,0.491,256960,0.422,0.0,10,0.435,-10.543,1,0.0256,93.126,3,0.185
3370,5CO22Cs4xWVhmaL0jJRlIo,Alice Cooper,Little By Little,Little By LittleAlice Cooper,,No,0,0.00583,0.51,275200,0.865,0.00197,0,0.565,-8.502,1,0.0564,101.912,4,0.377
3371,7u8Z9Y3VFMAELQT1nEchtL,Who,"Anyway, Anyhow, Anywhere","Anyway, Anyhow, AnywhereWho",,No,0,0.441,0.313,163979,0.808,0.0571,2,0.0804,-9.601,1,0.0893,136.585,4,0.47
3372,4vES2dRzk0AyFxwtnSyJX7,Primus,Is It Luck?,Is It Luck?Primus,,No,0,0.00547,0.45,207600,0.912,0.201,9,0.0417,-11.621,1,0.0571,95.329,4,0.596
3373,28TcG73tbc4iGrGBFjiBnR,Manowar,Kings Of Metal,Kings Of MetalManowar,,No,0,0.000117,0.575,223867,0.881,2.69e-05,9,0.147,-13.012,1,0.0357,132.127,4,0.699
3374,5wTM2Bm8phDwHAuOsfBwhU,Pretenders,2000 Miles,2000 MilesPretenders,,No,0,0.00292,0.22,220427,0.708,0.0267,7,0.102,-9.051,1,0.035,66.214,4,0.453
3375,7Amiwp5D26ULS0qgMRPkpa,Slayer,Bitter Peace,Bitter PeaceSlayer,,No,0,3.4e-05,0.244,272080,0.981,0.0117,9,0.15,-4.124,1,0.118,100.233,4,0.265
3376,3WUEAGtfxfGpv3hEDE0XZt,Overkill,Nice Day... For A Funeral,Nice Day... For A FuneralOverkill,,No,0,0.00208,0.287,377933,0.898,0.865,1,0.393,-11.896,0,0.0678,174.296,4,0.373
3377,3QkxmJ4tgA7GcoBr60r0Ci,Kid Rock,Wasting Time,Wasting TimeKid Rock,,No,0,0.152,0.66,242067,0.969,0.0,6,0.298,-3.917,1,0.11,97.206,4,0.682
3378,1qcbUfh4hsYZyrfZEnjB5a,Dolly Parton,As Soon As I Touched Him,As Soon As I Touched HimDolly Parton,,No,0,0.619,0.445,194483,0.397,0.00506,0,0.111,-13.213,1,0.0638,74.25,4,0.303
3379,1l4yWoBGOFQJeZ3Bfk2neb,Jackson Browne,Enough Of The Night,Enough Of The NightJackson Browne,,No,0,0.723,0.502,303120,0.428,0.0,10,0.694,-9.441,1,0.0803,124.432,4,0.38
3380,6vMaKgHwDXl1eEKP6dtAgX,Marianne Faithfull,Hello Stranger,Hello StrangerMarianne Faithfull,,No,0,0.758,0.632,151200,0.196,0.0303,8,0.0806,-22.201,1,0.04,82.433,4,0.404
3381,624z98ayxDLmDqZXtTjCK9,Gucci Mane,Hurry,HurryGucci Mane,,No,0,0.181,0.759,277342,0.657,0.0,8,0.329,-5.936,1,0.244,150.52,4,0.7
3382,0GfWc1FvslSHoyqg1VLxql,Mary Black,One And Only,One And OnlyMary Black,,No,0,0.0993,0.591,242960,0.834,2.41e-05,2,0.095,-5.99,1,0.0349,114.645,4,0.733
3383,1GVSRZ6WMojFMJFsEI8Zri,Ramones,No One To Blame,No One To BlameRamones,,No,0,0.0608,0.318,142707,0.976,0.814,7,0.265,-6.628,1,0.0805,179.326,4,0.431
3384,3Ajk8cVFaivi25Y8SI4r9R,Johnny Cash,A Fast Song,A Fast SongJohnny Cash,,No,0,0.967,0.594,151373,0.255,0.0,4,0.122,-12.476,1,0.407,114.421,5,0.646
3385,5Tt4oMn44RjRkzBFdvOH7A,John Prine,Bear Creek Blues,Bear Creek BluesJohn Prine,,No,0,0.0451,0.594,285293,0.912,0.000278,2,0.102,-7.499,1,0.0526,117.597,4,0.808
3386,2YNNsFj1otPsgN6nQus2So,Patti Smith,One Voice,One VoicePatti Smith,,No,0,0.00289,0.308,244733,0.783,0.00014,2,0.313,-6.372,1,0.0331,174.307,3,0.312
3387,4jIHmuWSN7dqQQqzsjNz9b,Rick Astley,In The Name Of Love,In The Name Of LoveRick Astley,,No,0,0.766,0.836,269200,0.448,6.71e-06,0,0.116,-16.67,1,0.0301,112.79,4,0.963
3388,58FvJgPAWFy1QbYTQkg3S6,Rainbow,Sweet,SweetRainbow,,No,0,0.182,0.662,232000,0.852,0.00186,7,0.334,-5.595,1,0.0247,99.985,4,0.788
3389,0gbqSp89S8ADPSp6kxIOvk,James Taylor,Mud Slide Slim,Mud Slide SlimJames Taylor,,No,0,0.522,0.585,320067,0.281,0.0537,0,0.154,-17.561,1,0.0301,90.398,4,0.653
3390,4Xvt1S8Ohr3uGI7CcRqOpf,Bread,Been Too Long On The Road,Been Too Long On The RoadBread,,No,0,0.19,0.432,292000,0.448,0.00241,9,0.105,-11.157,0,0.0326,143.975,4,0.42
3391,7BcbGlIOZmEIqcVAfROlKL,Matt Redman,One Thing Remains,One Thing RemainsMatt Redman,,No,0,0.0651,0.592,302027,0.723,0.00143,11,0.222,-8.474,0,0.0319,111.0,4,0.53
3392,7we8w9fKX84wk95HE2WrC6,Louis Armstrong,"I Wonder, I Wonder, I Wonder","I Wonder, I Wonder, I WonderLouis Armstrong",,No,0,0.955,0.555,180227,0.295,0.000632,3,0.283,-9.721,1,0.0448,70.803,3,0.347
3393,434Icqe1n6rfIoOSwhrYbn,Billie Holiday,Just One Of Those Things,Just One Of Those ThingsBillie Holiday,,No,0,0.654,0.672,333200,0.364,0.0,0,0.306,-12.033,0,0.0359,96.465,4,0.686
3394,2lvM9dA12IIqBVU2aF5MaV,Genesis,Looking For Someone,Looking For SomeoneGenesis,,No,0,0.665,0.288,427733,0.312,0.00141,6,0.0968,-15.942,1,0.0401,74.552,4,0.314
3395,5jK9iJEBgHMQePlRukmnts,Free,Fire And Water,Fire And WaterFree,,No,0,0.136,0.633,239760,0.699,0.0,9,0.108,-9.447,1,0.138,135.278,4,0.411
3396,0gWvVB4bGvADocoPMEDy3K,Doors,The Crystal Ship,The Crystal ShipDoors,,No,0,0.797,0.313,152000,0.42,2.35e-06,10,0.126,-9.806,1,0.0303,178.711,4,0.339
3397,5MlgJtMF6c1rct4HRmMFXG,James Taylor,Money Machine,Money MachineJames Taylor,,No,0,0.313,0.634,276827,0.57,8.08e-05,11,0.177,-14.115,0,0.0366,113.831,4,0.669
3398,52fAmM5sW9Ic2FxMgiu90r,Kenny Loggins,Turn Around,Turn AroundKenny Loggins,,No,0,0.929,0.41,228907,0.0505,0.000653,1,0.16,-18.98,1,0.033,84.899,3,0.0964
3399,3WNghRst2tUpskNgN2lFoa,Z-Ro,Made,MadeZ-Ro,,No,0,0.0367,0.706,280347,0.887,0.0,11,0.812,-5.475,0,0.294,145.005,4,0.497
3400,1MQ2QPU5ptTGhqCbCEF6jl,Celine Dion,Fly,FlyCeline Dion,,No,0,0.918,0.252,178200,0.131,3.13e-05,4,0.0687,-17.202,1,0.0342,88.539,3,0.0717
3401,00nLPYpCh79L33XHdGwtvT,Carly Simon,Do The Walls Come Down,Do The Walls Come DownCarly Simon,,No,0,0.707,0.559,245533,0.302,0.0,0,0.672,-15.526,1,0.0278,109.742,4,0.303
3402,6HlFxHQ5nn6HYGxOOYIrLm,Korn,Thoughtless,ThoughtlessKorn,,No,0,0.000445,0.593,272920,0.933,0.384,5,0.068,-4.894,1,0.119,153.993,4,0.497
3403,0ko0rBF4lBoLyhEbTWnsWU,Little Mix,About The Boy,About The BoyLittle Mix,,No,0,0.00246,0.707,224640,0.813,0.00165,11,0.072,-4.817,0,0.0457,103.013,4,0.179
3404,48sHxzdbukVEFvbxppMwvY,Vince Gill,It Won't Be The Same This Year,It Won't Be The Same This YearVince Gill,,No,0,0.557,0.435,223133,0.291,4.1e-05,3,0.111,-12.756,1,0.0275,62.69,4,0.165
3405,2MuwL6v9qAOUag4fM4m1PA,Toto,Good For You,Good For YouToto,,No,0,0.289,0.505,197200,0.403,0.000683,5,0.103,-14.721,1,0.0321,182.199,4,0.634
